publish_date,headline_category,headline_text,Label,Party,sent1,Bias1,sent2,Bias2
20140506,entertainment.kannada.theatre,Rousing finale for 'Adjust Madkobedi' Natakotsava,0,0,neu,-1,0,-1
20160202,city.kolkata,Flawed project fails to rid city of flooding,5,1,neu,-1,-1,0
20201118,city.goa,Introduced in Aug; govt's cage fish farming initiative has no takers yet,3,1,neu,-1,0,-1
20150316,unknown,SMT. USHA KUMAR,3,1,neu,-1,0,-1
20140208,life-style.beauty,How to prevent crow's feet,0,0,neu,-1,0,-1
20190424,astrology.horoscope,horoscope today april 24 check astrological prediction for cancer leo virgo libra scorpio gemini aries,0,0,neu,-1,0,-1
20111125,india,Joint forces resume operation; hunt on for Suchitra Mahato,0,0,neu,-1,0,-1
20161102,entertainment.hindi.bollywood,It has taken me a long time for this decision: Gautami,3,1,neu,-1,0,-1
20050301,city.bengaluru,Shh! Board exams are on,0,0,neu,-1,0,-1
20140910,unknown,iPhone 6: Bollywood celebs and their love for the brand,0,0,neu,-1,1,0
20131127,sports.icc-world-cup-2015,I just don't look like 25; but feel like one too: Zaheer Khan,0,0,neu,-1,0,-1
20120923,city.mumbai,Devotees roll on leftover food to thank the Lord,0,0,neu,-1,0,-1
20141129,home.environment.pollution,NGT slams govt; calls 13 bodies for meet on foul air,3,1,neu,-1,0,-1
20150609,tv.news.hindi,Ekta flies her friends to Macau for her birthday,3,1,neu,-1,0,-1
20110407,unknown,Smt. Manju Sharma,3,1,neu,-1,0,-1
20200825,city.thiruvananthapuram,Supplyco; KSEB & KSFE pulled up in CAG audit,3,1,neu,-1,0,-1
20170216,city.patna,'It's now for Nitish Kumar to prove he is not a CM of circumstances',3,1,neu,-1,0,-1
20190228,city.bhopal,H1N1 toll touches 43 in MP; testing delays make situation worse,3,1,neu,-1,-1,0
20190321,india,Marital violence top cause why women turn homeless,0,0,neu,-1,1,0
20101225,city.pune,PMC schoos to be privatised on experimental basis,3,1,neu,-1,0,-1
20130206,city.lucknow,Birth data since 1987 'missing' from Lucknow Municipal Corporation,3,1,neu,-1,0,-1
20081225,city.chandigarh,Gogia's 'twin rules' for education,3,1,neu,-1,0,-1
20150620,city.patna,PU to revise courses syllabi,0,0,neu,-1,0,-1
20150904,entertainment.hindi.bollywood,The big Soha and Kunal clash,0,0,neu,-1,0,-1
20121026,city.kochi,Hindustan Machine Tools Limited: From watches to weapons?,3,1,neu,-1,0,-1
20100926,unknown,Dev Anand's journey in pics!,0,0,neu,-1,0,-1
20160731,city.vadodara,MSU researchers get patent to develop biodegradable polymer,3,1,neu,-1,0,-1
20190923,india,India to have first NBA basketball next week: President Trump,11,1,neu,-1,0,-1
20141229,entertainment.events.delhi,White theme party held at Club BW in Delhi,2,1,neu,-1,0,-1
20200523,city.kolkata,Remaining CISCE board exams scheduled between July 1 & 14,0,0,neu,-1,0,-1
20021223,lucknow-times,Getting the law going for the common man,3,1,neu,-1,0,-1
20100818,city.goa,Poor implementation of RTI,3,1,neg,0,-1,0
20180618,entertainment.events.kanpur,A memorable wedding anniversary in Kanpur,3,1,neu,-1,1,1
20070802,lucknow-times,SRK readies to 'bare' it all,3,1,neu,-1,0,-1
20020127,unknown,Heavy bookings for summer of 2002,3,1,neu,-1,0,-1
20140315,home.campaigns,The good fight,0,0,pos,0,1,0
20100411,sports.icc-world-cup-2015,Kings XI beat Delhi Daredevils by 7 wickets,2,1,neu,-1,0,-1
20170610,city.rajkot,Food grains for poor sold in black market,3,1,neu,-1,0,-1
20140820,city.goa,Parrikar must apologize for suspending mining operation in 2012: Shantaram,8,1,neu,-1,0,-1
20110107,edit-page,Tread with caution,0,0,neu,-1,0,-1
20150531,home.sunday-times.deep-focus,Shooting the dead for a living,3,1,neu,-1,0,-1
20030322,city.patna,Villagers attack trader's house,13,1,neg,0,0,-1
20131207,city.nagpur,Nagpurians sway to Shreya's songs at concert celebrating TOI's 175 years,3,1,neu,-1,0,-1
20110531,unknown,GDP growth slows to 7.8% in Q4,0,0,neu,-1,0,-1
20011221,entertainment.hindi.bollywood,Madhur Bhandarkar : Baring his talent,0,0,neu,-1,0,-1
20180330,city.bhopal,Death in the wild: On trail of a spotted killer,3,1,neg,0,0,-1
20141001,city.allahabad,Woman kidnapped; gangraped,13,1,neu,-1,0,-1
20121217,gujarat-assembly-elections,Gujarat elections: Top politicians keep Surat airport officials busy,3,1,neu,-1,0,-1
20120726,city.kolkata,Kolkata Municipal Corporation revives anti-plastic war,3,1,neu,-1,0,-1
20170621,business.international-business,Russekoff's hedge fund Smith Cove hires ex-Perry exec Gulati,3,1,neu,-1,0,-1
20160807,entertainment.malayalam,Not just a director; but a friend; mentor and brother,0,0,neu,-1,0,-1
20091228,removed,Chattambinaadu,3,1,neu,-1,0,-1
20070808,home.science,Trafficked women more prone to HIV,0,0,neu,-1,1,0
20130413,home.campaigns,Why shouldn039t they jump jobs,3,1,neu,-1,0,-1
20200201,india,Government allays fears; to tweak NPR form,3,1,neu,-1,0,-1
20090619,city.patna,Panna loses; but Bihar reserve gains big cats,3,1,neu,-1,0,-1
20120619,home.campaigns,Dog walking as a career,0,0,neu,-1,0,-1
20151103,city.hyderabad,Anti-snatching teams authorized to open fire,3,1,neu,-1,0,-1
20171125,city.vadodara,Saas fumes as 'bahu' gets ticket to contest in Kalol,3,1,neu,-1,0,-1
20080828,city.chandigarh,Ministers to get grant for private houses,3,1,neu,-1,0,-1
20070614,city.chandigarh,Undertrial dies in Ferozepur jail,3,1,neu,-1,0,-1
20181223,city.ludhiana,2 of 6 killed in Awantipura encounter wanted in Maqsudan police station blasts,6,1,neu,-1,0,-1
20150411,city.delhi,Another woman raped in Delhi taxi; driver arrested,2,1,neg,0,0,-1
20121227,city.raipur,Student welfare association takes out 'Nari Suraksha Yatra',0,0,neu,-1,0,-1
20200524,city.hyderabad,Telangana: Schools ignore govt fee collection diktat,12,1,neu,-1,0,-1
20190528,city.lucknow,Niagara Falls to aunty; decoding period stigma,3,1,neu,-1,0,-1
20170219,city.lucknow,UP has 6 of India's 13 cantonment assembly seats,11,1,neu,-1,0,-1
20181124,india,Netas are hi-tech dakus; say ex-bandits of MP,3,1,neu,-1,0,-1
20200101,city.goa,Goa: Implementation of new MV Act after cabinet meet,4,1,neu,-1,0,-1
20191025,citizen.stories,How is the Trash?,3,1,neu,-1,0,-1
20090831,city.pune,Citizens' groups demand shuttle bus service on JM; FC roads,0,0,neu,-1,0,-1
20130119,entertainment.hindi.bollywood,SRK keeps commitments despite shoulder pain relapse,3,1,neu,-1,0,-1
20110320,city.chandigarh,Water woes coming up for UT,3,1,neu,-1,0,-1
20071031,tv.news.hindi,Achint Kaur's bad make-up,3,1,neg,0,-1,0
20021028,city.ahmedabad,Will polls ignite communal tinderbox?,3,1,neu,-1,0,-1
20120605,india,Price rise; stalling economy dominate at Congress Working Committee meeting,0,0,neu,-1,0,-1
20130827,india,Army orders probe into housing 'scam' in Kochi,0,0,neu,-1,0,-1
20150919,city.bengaluru,And then there was one; Agatha Christie!,0,0,neu,-1,0,-1
20200403,city.jaipur,Police building confidence among Ramganj residents; a team to visit constituted; religious leaders asked to play key role,15,-1,neu,0,0,0
20150719,sports.more-sports.cycling,Cummings says Tour stage win a dream,3,1,pos,1,1,1
20121127,city.chennai,Aircraft's tyre bursts while taxiing,0,0,neu,-1,0,-1
20130719,city.pune,PMC to review action against illegal cell towers,0,0,neu,-1,0,-1
20171017,business.international-business,sartorius ag says full year 2017 guidance adjusted,3,1,neu,-1,1,1
20020622,unknown,Royal Gyan,0,0,neu,-1,0,-1
20141228,city.hyderabad,HC stays Telangana; AP notices on computerisation of retail liquor shops,0,0,neu,-1,0,-1
20100724,city.vadodara,SPU researcher takes up task of cleaning lake in,0,0,neu,-1,0,-1
20020226,bombay-times,Going international,3,1,neu,-1,0,-1
20120410,entertainment.hindi.bollywood,Raju Hirani's dilemma!,3,1,neu,-1,0,-1
20080817,city.mumbai,Taufique involved in Jaipur; Uttar Pradesh blasts too?,3,1,neu,-1,0,-1
20040327,world.us,US may give Pak F-16s; copters,0,0,neu,-1,0,-1
20191012,city.gurgaon,Three stab 21-year-old to death near Sector 104 condominium,3,1,neg,0,0,-1
20110928,unknown,Saurabh Goyal,3,1,neu,-1,0,-1
20090110,entertainment.events.chennai,Playing it loud,3,1,neu,-1,0,-1
20200321,india,Health minister Harsh Vardhan denies 'under-testing'; says checks protocol-based,3,1,neu,-1,0,-1
20130907,city.indore,Jains oppose blanket ban on use of peacock feathers,8,1,neu,-1,0,-1
20151023,home.science,Study reveals that 40 per cent of people below 40 years are osteopenic,3,1,neu,-1,0,-1
20170530,business.international-business,S.Korea to suspend 8 older coal-fired power plants to tackle pollution,3,1,neu,-1,0,-1
20170617,tv.news.tamil,A television show dedicated to friendship,3,1,pos,1,0,-1
20091130,unknown,Dubai Crisis: Some key questions answered,0,0,neu,-1,0,-1
20181020,entertainment.telugu.music,Music Review: 2 Friends,0,0,pos,0,0,-1
20160227,city.bhopal,FM eyes metro ride; allocates Rs 425cr for Bhopal; Indore,10,1,neu,-1,0,-1
20010815,india,Blast in Haridwar-Delhi train; 3 killed; 18 hurt,2,1,neg,0,0,-1
20111123,home.campaigns,Quick review,0,0,neu,-1,1,0
20161116,city.lucknow,AKTU to go ditigal in copy-checking,3,1,neu,-1,0,-1
20030323,unknown,TN ready to fight against Hindi dominance: Karuna,0,0,neu,-1,0,-1
20100105,city.goa,Beautified Pomburpa spring opened to public,3,1,neu,-1,0,-1
20170826,business.international-business,U.S. oils and fats - Aug. 25,3,1,neu,-1,0,-1
20031023,city.hyderabad,Vittal's ideas to curb graft,3,1,neu,-1,0,-1
20180326,city.ahmedabad,FCRA licence of Sardar Patel-founded VS Hospital cancelled,3,1,neu,-1,0,-1
20191027,business.india-business,FPIs remain net buyers in October; pump in over Rs 3;800 crore into Indian markets,10,1,neu,-1,0,-1
20150423,city.varanasi,Vedic students graduate to computers,0,0,neu,-1,0,-1
20090402,top-stories,Cong not to field former cricketer Madan Lal,0,0,neu,-1,0,-1
20020205,city.pune,Data bank to weed out stolen cars from market,3,1,neu,-1,0,-1
20200508,city.allahabad,Corona victim's mother tests +ve for infection,3,1,neu,-1,0,-1
20120519,unknown,Luke granted bail; Sidhartha Mallya gets notice for tweets,0,0,neu,-1,0,-1
20111102,city.noida,Trade Fair: F1; Prerna Sthal to be highlights of UP pavilion,0,0,neu,-1,1,0
20190128,city.goa,Panaji market tenants told to give proof of occupancy,3,1,neu,-1,0,-1
20110406,city.delhi,Plastic godown gutted in Mundka,3,1,neu,-1,0,-1
20031130,cricket,Nothing wrong with the way we select selectors,3,1,neu,-1,-1,0
20120720,home.campaigns,Lords of dance,3,1,neu,-1,0,-1
20121029,home.education,Guru Nanak Dev University bars 73 for cheating in exams,0,0,neu,-1,0,-1
20130910,unknown,Top 10 Upcoming TV Shows,3,1,neu,-1,1,1
20181227,city.chennai,Government knew donor was HIV+ve in 2016; failed to inform him,3,1,neu,-1,-1,0
20120104,entertainment.tamil.movies.news,Pilla Chao is a copy,3,1,neu,-1,0,-1
20180416,city.goa,Benaulim youth missing; friend claims harrasment,3,1,neu,-1,0,-1
20161219,entertainment.hindi.bollywood,Bajirao Mastani: Top 10 dialogues,3,1,neu,-1,1,1
20130405,city.allahabad,Postal department launches service to transfer money via cellphone,0,0,neu,-1,0,-1
20150722,business.india-business,Rupee down 4 paise against dollar in early trade,0,0,neu,-1,0,-1
20190324,citizen.stories,bikes in parking zone being towed.,3,1,neu,-1,0,-1
20131218,city.kozhikode,In a first; Calicut University begins webcast of lectures,0,0,neu,-1,0,-1
20191102,life-style.spotlight,Meet Bengaluru's Fresh Face winners,0,0,pos,0,0,-1
20171005,business.international-business,Google takes on GoPro; Snap with compact smart camera,3,1,neu,-1,0,-1
20160217,city.jaipur,10% dip in crimes against women in 2015,0,0,neu,-1,0,-1
20160531,city.ahmedabad,Probe forcible eviction: HC,0,0,neg,1,1,0
20200603,city.goa,Step up efforts to provide better power supply: JERC,3,1,neu,-1,1,1
20030103,city.mumbai,Rate cuts fail to enthuse cell users,3,1,neg,0,-1,0
20170611,home.environment.pollution,Strict punishment in store for those hurting Ganga,0,0,neu,-1,0,-1
20140727,world.europe,Russian fighter jet crashes; pilot killed,6,1,neg,0,0,-1
20150718,entertainment.kannada.movies.news,Actresses get into a nasty cat fight!,0,0,neg,1,-1,1
20110429,city.goa,No cabinet decision on 'no-fail' policy yet,3,1,neu,-1,0,-1
20161009,india,India at world's centre stage but can do better: Arun Jaitley,11,1,neu,-1,1,1
20181025,tv.news.marathi,Mazhya Navryachi Bayko written update; October 24; 2018: Gurunath lies about the gold bracelet,0,0,neu,-1,0,-1
20110225,india,Documentary to help save water,3,1,pos,1,0,-1
20120522,home.campaigns,Down a yellow-taped road,3,1,neu,-1,0,-1
20181116,city.chennai,Colleges start courses without univ nod; ask for waiver of penalty,0,0,neu,-1,0,-1
20110731,city.noida,Land row fire spreads to Yamuna e-way,0,0,neu,-1,0,-1
20140501,city.mumbai,LS polling in Maharashtra over; NCP turns attention to assembly challenge,3,1,neu,-1,0,-1
20180427,business.india-business,Garuda rolls out direct flight service for Mum-Bali,0,0,neu,-1,0,-1
20130518,city.jaipur,Undertrial flees from Jodhpur jail,3,1,neu,-1,0,-1
20140414,city.mumbai,Mega blocks on Mumbai's Central and Western railways; hinder travel on Sunday,13,1,neu,-1,0,-1
20191027,city.bengaluru,Bengaluru varsities battle faculty shortage,3,1,neg,0,0,-1
20130104,city.patna,Woman jumps off train in Bihar to escape rape bid,13,1,neu,-1,0,-1
20150219,city.hyderabad,Criminal who escaped from cops arrested,7,0,neg,1,-1,1
20030526,city.patna,Police flag march in Ranchi,6,1,neu,-1,0,-1
20070711,india,Antony for artillery modernisation programme,0,0,neu,-1,0,-1
20050122,unknown,Stars take a rest as East meets West,3,1,neu,-1,0,-1
20171121,entertainment.events.bangalore,It's party time for city folk,5,1,neu,-1,0,-1
20080330,world.rest-of-world,Security stepped up in Dhaka jails over fear of militant attacks,3,1,neu,-1,0,-1
20160329,city.mangaluru,New NHs will ease traffic around Mangaluru,4,1,neu,-1,0,-1
20141001,city.mysuru,Opening food stalls helps women realize their dream,0,0,neu,-1,0,-1
20130116,city.gurgaon,Minor allegedly molested by youth,3,1,neu,-1,0,-1
20141010,entertainment.malayalam.movies.news,Lijo Jose turns scriptwriter,0,0,neu,-1,0,-1
20200127,city.hyderabad,Telangana CM K Chandrasekhar Rao to pay surprise visits to villages,0,0,neu,-1,0,-1
20100625,business.india-business,Aditya Birla Group's think tank gets younger,0,0,neu,-1,0,-1
20090813,sports.football,Governor's Gold Cup football tourney next month,0,0,neu,-1,0,-1
20180125,world.us,Trump administration backs bills to toughen foreign investment rules,0,0,neu,-1,0,-1
20190608,city.indore,'Water wars' intensify; Madhya Pradesh police told to guard tankers,6,1,neu,-1,0,-1
20170416,city.nagpur,Chef to cook for 52 hrs to break world record,3,1,neu,-1,0,-1
20180716,city.ahmedabad,Ram temple will be built without bloodshed: Sambit Patra,3,1,neu,-1,0,-1
20080329,city.bengaluru,Trapped in a bottleneck,3,1,neg,0,0,-1
20130224,home.campaigns,The secrets of fine dining,3,1,neu,-1,1,1
20110105,unknown,Another son-in-law of former CJI in land tangle,0,0,neu,-1,0,-1
20100920,world.uk,Searching info; hackers steal Interpol chief's FB identity,3,1,neu,-1,0,-1
20140915,tech.tech-news,Flipkart; Amazon; Snapdeal battle intensifies with Android One,3,1,neu,-1,0,-1
20090214,city.bengaluru,Train fare details,3,1,neu,-1,0,-1
20140101,city.kanpur,Rash driving claims one life; two injured,3,1,neg,0,0,-1
20200119,city.jaipur,Jaipur's Shaheen Bagh act: Women surge in scores to stir against CAA,0,0,neu,-1,0,-1
20020207,city.chandigarh,20;000 blind knocked out of poll arena,0,0,neu,-1,-1,1
20160528,city.ahmedabad,Advani hails PM Modi for work in Ahmedabad,3,1,neu,-1,0,-1
20140525,city.gurgaon,Power hurdle for police society,6,1,neu,-1,0,-1
20200609,city.goa,New footbridge at Galgibaga could affect current flow,4,1,neu,-1,0,-1
20150921,india,India; US will continue to push ties to new heights: Verma,4,1,neu,-1,0,-1
20110316,city.chennai,Rs 7;50;00;000... and counting,10,1,neu,-1,0,-1
20151116,city.kolkata,'It's almost like Mumbai',13,1,neu,-1,0,-1
20161216,city.rajkot,52-year-old man held for raping minor step-daughter,1,1,neu,-1,0,-1
20170317,city.ahmedabad,Vishwa Hindu Parishad plans sammelan at GMDC ground,0,0,neu,-1,0,-1
20071208,city.kolkata,LPG crisis hits civic schools,12,1,neg,0,0,-1
20150504,business.india-business,Mutual fund asset base from smaller cities up 36% at Rs 1.89 lakh crore,10,1,neu,-1,-1,0
20161214,city.lucknow,World class club experience coming to Lucknow at JP centre,3,1,neu,-1,0,-1
20131219,city.mumbai,Max Life Insurance launched a book in Mumbai,13,1,neu,-1,0,-1
20030405,unknown,Straight answers,0,0,pos,0,0,-1
20160324,city.ahmedabad,Budget fails floor test in Ahmedabad district panchayat,3,1,neu,-1,-1,0
20151107,city.hyderabad,CISCE to set up regional centre in Hyderabad,3,1,neu,-1,0,-1
20090714,city.nagpur,My father died again today; says Prof Sabharwal's son,3,1,neu,-1,0,-1
20010912,city.hyderabad,'Neera' keeps youths ticking in Mysore,3,1,neu,-1,0,-1
20160125,city.chennai,Over 10 million Indians leave every year,3,1,neu,-1,0,-1
20120204,city.pune,PMC superintending engineer discharged,0,0,neu,-1,0,-1
20120329,unknown,Rush for Chennai property registration before guideline value hike,0,0,neu,-1,0,-1
20131218,city.ranchi,Goons open fire at 2 bizmen in Hazaribag; 1 dead,3,1,neu,-1,0,-1
20141229,city.kochi,KMRL eyes ad revenue,3,1,neu,-1,0,-1
20120724,entertainment.malayalam.movies.news,'Bolivian Diary' is a sub story in D Company!,3,1,neu,-1,0,-1
20200403,city.pune,Hotels wear hearts on their facades,3,1,neu,-1,0,-1
20131112,city.kozhikode,Interest-free loan scheme to boost organic farming,0,0,neu,-1,0,-1
20090901,city.pune,Tenders worth Rs 25 cr okayed in a day,10,1,neu,-1,0,-1
20141013,entertainment.tamil.movies.news,Raai Laxmi signs yet another thriller,0,0,neu,-1,0,-1
20130709,city.mysuru,Week old Direct Cash Transfer scheme is taking baby steps in Mysore,3,1,neu,-1,0,-1
20170924,city.mangaluru,CIIL to digitise Parishat publications under Bharat Vani project: Baligar,0,0,neu,-1,0,-1
20170101,tv.news.hindi,Sasural Simar Ka actress 'mobbed by aunties' on MG Road,3,1,neu,-1,0,-1
20060118,bombay-times,Straight Answers,0,0,pos,0,0,-1
20121015,city.kolkata,BJP's rise may force parties to revise political strategies,0,0,neu,-1,0,-1
20120323,sports.football,Will Venkatesh's death change things?,0,0,neu,-1,0,-1
20171208,city.delhi,Early Christmas shopping at this Australian High Commission mela,0,0,neu,-1,0,-1
20100811,city.kolkata,City Centre to open doors in Siliguri,5,1,neu,-1,0,-1
20151230,city.ahmedabad,Ahmedabad Municipal Corporation seeks toy train maintenance renewal,3,1,neu,-1,0,-1
20110815,photos,India celebrates 65th I-Day,9,1,pos,1,0,-1
20060818,india,Prez promises war memorial in Delhi,2,1,neu,-1,0,-1
20120120,city.hyderabad,Naxal leader Nayeem had female guards a la Gaddafi,0,0,neu,-1,0,-1
20130605,city.ranchi,Last minute rush at Ranchi schools,12,1,neu,-1,0,-1
20040617,city.mumbai,Kher promises fresh hearing for Gujarat documentaries,0,0,neu,-1,0,-1
20180528,entertainment.bengali.theatre,A play on gender-based violence,3,1,neg,0,0,-1
20161125,sports.football,Football: Juve fans wait for Milan fan Kean at Genoa,0,0,neu,-1,0,-1
20160920,city.patna,Home guard's son held for harassing schoolgirl,1,1,neu,-1,0,-1
20131229,sports.icc-world-cup-2015,Saurashtra need win against Services,3,1,neu,-1,1,1
20201017,city.chennai,Actor Soori seeks CBI probe into case against former DGP,7,0,neu,-1,0,-1
20100928,news,Issues exist in every Game but India will deliver: Charlesworth,11,1,neu,-1,-1,0
20140324,city.nagpur,Umred-Karhandla 2nd most visited park after Pench,3,1,neu,-1,0,-1
20150803,city.chandigarh,Phone tapping: Cong seeks answers from Dhumal,0,0,neu,-1,0,-1
20191009,city.mumbai,Maharashtra: Night showers bring relief from October heat,8,1,neu,-1,0,-1
20180421,city.patna,Patna HC issues notices to 2 health department officials for contempt,0,0,neu,-1,0,-1
20161123,city.hubballi,50% of crops lost in Dharwad district due to rain deficit,3,1,neu,-1,0,-1
20121010,sports.icc-world-cup-2015,Razzaq to consult lawyer before responding to PCB notice,0,0,neu,-1,0,-1
20100831,india,British doctorate for Punjabi singer Gurdas Mann,0,0,neu,-1,0,-1
20030602,videos,62 Tripura militants complete rehabilitation course,3,1,neu,-1,0,-1
20160624,city.surat,Western Railway team to visit Surat railway station today,15,-1,neu,0,0,0
20170501,life-style.beauty,Birthday special: Anushka Sharma looks amazing without make-up,3,1,pos,1,1,1
20060303,india,Mumbai police raids liquor bars; 90 held,1,1,neu,-1,0,-1
20200719,city.goa,Goa: Wrapped in tarpaulin; students trek 3km to a Surla hill to attend classes online,8,1,neu,-1,0,-1
20130628,city.ranchi,4 Pahadi Cheetah members nabbed,0,0,neu,-1,0,-1
20140921,entertainment.events.mumbai,Kangana Ranaut at the launch of Vero Moda Marquee collection by Karan Johar in Mumbai,13,1,neu,-1,0,-1
20130323,city.delhi,DDA clears land pooling policy,0,0,neu,-1,0,-1
20150911,city.bengaluru,Investigators to get Gokul to reconstruct wife's murder,0,0,neu,-1,0,-1
20141231,india,Uttarakhand governor Aziz Qureshi transferred to Mizoram,3,1,neu,-1,0,-1
20090417,unknown,McCullum to replace Ganguly as Kolkata Knight Riders skipper,3,1,neu,-1,0,-1
